name,path,split,family_id,archetype,heldout_compositional,variant_index,engagement_class,initial_min_cross_distance,terrain,formation,orientation,num_allies,num_enemies,ally_value,enemy_value,ally_value_ratio,difficulty_proxy,ally_composition,enemy_composition,sha256
r2_2v1_stalker_train_0144,configs/train/r2_2v1_stalker_train_0144.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,144,immediate,5.3267,NARROW,compact,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",33685b46c7caf6377083ff152f3093969386e2a7fe04546d3eec03e205f4651c
r2_2v1_stalker_train_0145,configs/train/r2_2v1_stalker_train_0145.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,145,immediate,5.21,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",20191034e4e3b32f9ea2c4c1419401c6174986144aaba1a5b8b0d513969f86cf
r2_2v1_stalker_train_0146,configs/train/r2_2v1_stalker_train_0146.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,146,far,13.9921,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",66905b8ece63362f69d3c3f2316f4503050ad725b655bcb832e40a4c85308198
r2_2v1_stalker_train_0147,configs/train/r2_2v1_stalker_train_0147.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,147,medium,11.5322,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",4552e58b3e522861df0d389ed1e34e68f07c5083d5a4801d74148aaf38be7e64
r2_2v1_stalker_train_0148,configs/train/r2_2v1_stalker_train_0148.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,148,medium,10.7769,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",268461ffbe6ce218d8a1e98206476d2db07435f047484eb58493e2840558fa5d
r2_2v1_stalker_train_0149,configs/train/r2_2v1_stalker_train_0149.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,149,near,8.0752,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",73c5163d445f9ea00c6f01daf423f2a3e87fcfe3b5ca17ab5498dc24ab3485e4
r2_2v1_stalker_train_0150,configs/train/r2_2v1_stalker_train_0150.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,150,near,7.6777,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",5a44f89ead2e0ba35afdcc808f843b61c2bf6bdeb2cdc75c997b0454b366e66d
r2_2v1_stalker_train_0151,configs/train/r2_2v1_stalker_train_0151.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,151,medium,11.5175,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",8d5f8fbd7bd3c3191e323b0c7e04b84e3cb4266d46304c03037fe931b555adb0
r2_2v1_stalker_train_0152,configs/train/r2_2v1_stalker_train_0152.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,152,immediate,4.6264,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",f34754df303bff315218692f774e126910efe8f84ffafb8f859ad7ce05b57bd6
r2_2v1_stalker_train_0153,configs/train/r2_2v1_stalker_train_0153.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,153,near,8.3778,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",d55a44bebaf105e74186a6cfc9664be52faf9ba0ebb93554e3dadd27a794515a
r2_2v1_stalker_train_0154,configs/train/r2_2v1_stalker_train_0154.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,154,near,7.7669,NARROW,staggered,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",69f12cb137e29c0dda6cbf83ac6046855b1335e0c35420813dee4d4adb92b1c6
r2_2v1_stalker_train_0155,configs/train/r2_2v1_stalker_train_0155.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,155,near,8.4675,OCTAGON,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",13c2149533f31897edb112b65fbc776bf6dbf8bc7fee3a74337264de6b9997b5
r2_2v1_stalker_train_0156,configs/train/r2_2v1_stalker_train_0156.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,156,medium,10.5383,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",b33ef9d0b4ed6f54463541761003d455500831e8b4d56cc2b83535bfd342d1b0
r2_2v1_stalker_train_0157,configs/train/r2_2v1_stalker_train_0157.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,157,medium,11.428,NARROW,close_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",cdbd7f14344f9d75a8208dd7d78277b21a356f428a98b810caea3e15a459e884
r2_2v1_stalker_train_0158,configs/train/r2_2v1_stalker_train_0158.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,158,immediate,5.1187,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",fe05ab08dc5d1b5235825d2a45fca108603593f10bf4cc8fd9984c95eafd860e
r2_2v1_stalker_train_0159,configs/train/r2_2v1_stalker_train_0159.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,159,medium,11.4392,OCTAGON,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",863ffa426def1f5201096f386702c24a9d8dc0233401fe724543dbf0b0260639
r2_2v1_stalker_train_0160,configs/train/r2_2v1_stalker_train_0160.json,train,stalker_2v1_mirror_only,stalker_2v1_mirror,False,160,near,7.5782,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",4fb7424bc86c5f336159734a0bb486ffadd12d90d62470eaddfdb4b13140f1df
r2_2v1_stalker_validation_0001,configs/validation/r2_2v1_stalker_validation_0001.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,1,medium,11.6668,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",20579ba0fbad47921d74b2687cc38d46a97d0a983582327ed0e10db8f013b61c
r2_2v1_stalker_validation_0002,configs/validation/r2_2v1_stalker_validation_0002.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,2,medium,11.2418,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",f2b03c2b048d331eb971a76629baa727cb1cecec4bcdcf22deb94b33510e71b3
r2_2v1_stalker_validation_0003,configs/validation/r2_2v1_stalker_validation_0003.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,3,medium,11.6612,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",e5275e0d7b15b32df6c9cba4d635934986a8a5f6d41582c281eb84129259faf9
r2_2v1_stalker_validation_0004,configs/validation/r2_2v1_stalker_validation_0004.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,4,near,7.551,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",b73d8583733113a5b18ed53ca9107268e9dc97dea59e5be22f595d6d1ca3b63f
r2_2v1_stalker_validation_0005,configs/validation/r2_2v1_stalker_validation_0005.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,5,near,8.0163,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",c0645d09097d7f4b9ef3d7dd0e7774a487b93974485664c7c9ab8e10cfada8c2
r2_2v1_stalker_validation_0006,configs/validation/r2_2v1_stalker_validation_0006.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,6,immediate,4.94,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",337668dbfd9aef277f686154c7e4c0a0578ea929e11b5ae1f43168bfe04ff79f
r2_2v1_stalker_validation_0007,configs/validation/r2_2v1_stalker_validation_0007.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,7,far,14.464,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",fee034e3a892f8f73653557ca5d60dcbfd846b84c249fb32230f40532ace3318
r2_2v1_stalker_validation_0008,configs/validation/r2_2v1_stalker_validation_0008.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,8,near,7.6222,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",e5621ae801dabb70ca061c5a7beb492746661ee45ee5ce8ed49065bcb0f158cc
r2_2v1_stalker_validation_0009,configs/validation/r2_2v1_stalker_validation_0009.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,9,near,8.4495,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",016fcd0fbb43bb5dc3d9fee63327aebc71515569df97803980a59619a4959d11
r2_2v1_stalker_validation_0010,configs/validation/r2_2v1_stalker_validation_0010.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,10,near,7.9496,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",457811915122223297a894fdf0badf8421bc8693773181481889487c1807f41f
r2_2v1_stalker_validation_0011,configs/validation/r2_2v1_stalker_validation_0011.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,11,medium,11.5723,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",c87c64db866a2d69854d3bf1d8992123a1deca2233983e2f5ec3c8a40e70dc33
r2_2v1_stalker_validation_0012,configs/validation/r2_2v1_stalker_validation_0012.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,12,immediate,4.5206,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",2ebbc30732d89d076360a7c883434078af98451c08bd091c6f60b1f5418deed3
r2_2v1_stalker_validation_0013,configs/validation/r2_2v1_stalker_validation_0013.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,13,medium,11.3991,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",4c5bc15f7ef4ffd282edefce5abd6a4a999221f9daf052575a1f7f7092b795ce
r2_2v1_stalker_validation_0014,configs/validation/r2_2v1_stalker_validation_0014.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,14,immediate,4.8306,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",4ff60e1e40044cca3bb5aa256c8d6e298462de3b625f0ead891d72323299c40b
r2_2v1_stalker_validation_0015,configs/validation/r2_2v1_stalker_validation_0015.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,15,near,8.426,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",28943b96f1ccb482996857695c778c2413c020432c4fb8860474766eb9331f03
r2_2v1_stalker_validation_0016,configs/validation/r2_2v1_stalker_validation_0016.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,16,immediate,4.6747,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",e0aa9bea01f850a40c458eaa794249dfdced81d4c8c19ccdf5688233a897e46b
r2_2v1_stalker_validation_0017,configs/validation/r2_2v1_stalker_validation_0017.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,17,near,8.3445,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",5b760fc229c7f5ad7de56ccc7bbb4072a0dbcecfb27b45d05239a76d1cd69b79
r2_2v1_stalker_validation_0018,configs/validation/r2_2v1_stalker_validation_0018.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,18,far,13.9907,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",ba32830c85560979b4f856d0e54e70a9524eb39e5c1f5e2180d29215a937ab27
r2_2v1_stalker_validation_0019,configs/validation/r2_2v1_stalker_validation_0019.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,19,near,8.2121,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",a7ddca0c95627a40404eb49275d18affbdfcf0f4ba48863342fd00efc65191eb
r2_2v1_stalker_validation_0020,configs/validation/r2_2v1_stalker_validation_0020.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,20,immediate,4.4963,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",2a7788d0ca4fa8c1a09591b565882449c082014a300dbe224703b073d64efb25
r2_2v1_stalker_validation_0021,configs/validation/r2_2v1_stalker_validation_0021.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,21,near,8.4755,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",5e02693a1563655b920f68ab173c8fab248fe846d739b163eb46b188147bc289
r2_2v1_stalker_validation_0022,configs/validation/r2_2v1_stalker_validation_0022.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,22,near,7.7588,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",62ab9da708eb0af5762c8bbf0edbdcd73336a2c1a45ef97cc64f1ab1b4086415
r2_2v1_stalker_validation_0023,configs/validation/r2_2v1_stalker_validation_0023.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,23,near,8.4896,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",a6f1f50f4c0abc193a14d84ac2d05dd1e4d0b885289cd11c80e52b2484a4b8df
r2_2v1_stalker_validation_0024,configs/validation/r2_2v1_stalker_validation_0024.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,24,immediate,4.5793,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",b6995dec9705a6fe79f6fe3799dc953cf5b81217b793029d6795620b8fd96ab1
r2_2v1_stalker_validation_0025,configs/validation/r2_2v1_stalker_validation_0025.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,25,near,8.1216,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",d021369a2a02a8eb996713d43ff2f3c7ed32996c5fe4b5ccebf0b292206499db
r2_2v1_stalker_validation_0026,configs/validation/r2_2v1_stalker_validation_0026.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,26,medium,11.1286,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",773971f6cf3cc47df5f3daac206bf3439cea06a188aca66ae5c1f82cf92e24c0
r2_2v1_stalker_validation_0027,configs/validation/r2_2v1_stalker_validation_0027.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,27,medium,11.5916,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",9cf2caa04ed3fcd80d4d44e6df7f76c33c6cadfe9449d223635c0fb923824802
r2_2v1_stalker_validation_0028,configs/validation/r2_2v1_stalker_validation_0028.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,28,immediate,4.5912,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",5d052efef31066619892ed2e1d124644e421102b8e8817f91850f1120bd5e886
r2_2v1_stalker_validation_0029,configs/validation/r2_2v1_stalker_validation_0029.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,29,near,8.3834,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",47995e7d69df7e5d7e5bf8a992855f18334d7103a0fc219bc211210fc2be120e
r2_2v1_stalker_validation_0030,configs/validation/r2_2v1_stalker_validation_0030.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,30,medium,11.1239,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",1509cbea864564e8ca90c57e461f623275869188eb169a7b4467a8dbb6aee444
r2_2v1_stalker_validation_0031,configs/validation/r2_2v1_stalker_validation_0031.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,31,near,8.0543,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",a1951955b8008288d0e7fa43719546d740f41d9c3bc650514bed7de81d463901
r2_2v1_stalker_validation_0032,configs/validation/r2_2v1_stalker_validation_0032.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,32,immediate,4.447,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",790312e8eaf6a65213b3d5d5b752d73124c2a1f92a159eafb9a3623ed0c9840d
r2_2v1_stalker_validation_0033,configs/validation/r2_2v1_stalker_validation_0033.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,33,near,8.0513,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",4f7fed2a0064144850e8e5a5c4b3695dc74607eacd9c23a43c53cf03c7c90f93
r2_2v1_stalker_validation_0034,configs/validation/r2_2v1_stalker_validation_0034.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,34,immediate,5.0393,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",cd9d16ea226e4e62b7bcd54fc5b0bf5148e376fc59fa70ff6b3a92f0c0674db2
r2_2v1_stalker_validation_0035,configs/validation/r2_2v1_stalker_validation_0035.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,35,near,8.2118,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",3b4c16e5116a286e396730913fb1b6bedb9958f576be8e49d33e8b3ba254e016
r2_2v1_stalker_validation_0036,configs/validation/r2_2v1_stalker_validation_0036.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,36,near,7.5772,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",294c87b74bfec490eb303787251ac3576ff2f9e3ad848c1344aec54d4baa43cc
r2_2v1_stalker_validation_0037,configs/validation/r2_2v1_stalker_validation_0037.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,37,near,8.2792,OCTAGON,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",87d93d675852ed848bd233b0918c71484de3f4325d19a967a55b094d16fe5149
r2_2v1_stalker_validation_0038,configs/validation/r2_2v1_stalker_validation_0038.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,38,medium,11.2372,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",a2d743ed8cc747465a48234676689759a7f820773f4fefbbdc5001e76770d2a0
r2_2v1_stalker_validation_0039,configs/validation/r2_2v1_stalker_validation_0039.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,39,medium,11.5678,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",2038e639e3b140b4b234492370fc0a9c09790cef54f336dc44d2d168b04fb002
r2_2v1_stalker_validation_0040,configs/validation/r2_2v1_stalker_validation_0040.json,validation,stalker_2v1_mirror_only,stalker_2v1_mirror,False,40,immediate,4.5264,SIMPLE,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",8473b76b39003fb355d688e9b6de3382f38fd0c708d6adc0bec55dbfbc87f6c1
r2_2v1_stalker_blind_iid_0001,configs/blind_iid/r2_2v1_stalker_blind_iid_0001.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,1,medium,11.3124,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",3768fd3599133f90f6faf2368bb9d870232468c7119f1a41ac1270e0312af088
r2_2v1_stalker_blind_iid_0002,configs/blind_iid/r2_2v1_stalker_blind_iid_0002.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,2,near,7.7923,NARROW,staggered,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",cc44c782291d6366b90b6d1ab85c3721277292b383f3dc8855ff38b80f59c020
r2_2v1_stalker_blind_iid_0003,configs/blind_iid/r2_2v1_stalker_blind_iid_0003.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,3,near,8.4013,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",4912b14e4c806623de764b01f4e9cf6822d56200c79520f9bd5736bf9865ad5a
r2_2v1_stalker_blind_iid_0004,configs/blind_iid/r2_2v1_stalker_blind_iid_0004.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,4,medium,10.9148,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",770ae673b745e34dcb0b8122b4a61946c7cba6a648ee2334306b2ca54f0f99dd
r2_2v1_stalker_blind_iid_0005,configs/blind_iid/r2_2v1_stalker_blind_iid_0005.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,5,immediate,5.1188,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",465d2e9e3d5a8d889d19a5bc453213b84deee267ee2b568691bf8c0d0964db26
r2_2v1_stalker_blind_iid_0006,configs/blind_iid/r2_2v1_stalker_blind_iid_0006.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,6,near,7.9164,SIMPLE,staggered,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",fdce64e3a1ea0a199e4523644f9823c654069660cba97c0f7bc8d1e0eb83dc14
r2_2v1_stalker_blind_iid_0007,configs/blind_iid/r2_2v1_stalker_blind_iid_0007.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,7,near,8.2531,NARROW,wide_split,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",9d141a23104cd744505c4eaee0307302e806920d9e1e37e2a0c7e273af3c8c84
r2_2v1_stalker_blind_iid_0008,configs/blind_iid/r2_2v1_stalker_blind_iid_0008.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,8,near,7.3761,OCTAGON,compact,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",c3040e0dda727efd69d0eee15c4697c4ead89e7277d3d3f2a6c995576d3b9173
r2_2v1_stalker_blind_iid_0009,configs/blind_iid/r2_2v1_stalker_blind_iid_0009.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,9,immediate,5.2228,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",ccc77b4fa109edeab4e3d6185ad7aa9eb67403ede57844a63d10ce238a54f920
r2_2v1_stalker_blind_iid_0010,configs/blind_iid/r2_2v1_stalker_blind_iid_0010.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,10,near,8.1052,NARROW,staggered,vertical_same_side,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",91142ec744ca8a640947e1f55e3ab8d60702ded9ba129215fe222badc629b0eb
r2_2v1_stalker_blind_iid_0011,configs/blind_iid/r2_2v1_stalker_blind_iid_0011.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,11,medium,11.4861,SIMPLE,wide_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",8e68f1ac8c25b605f487b91d2b40d1a7c9189a6af534f99ed88e2e448e4f486e
r2_2v1_stalker_blind_iid_0012,configs/blind_iid/r2_2v1_stalker_blind_iid_0012.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,12,immediate,5.3984,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",de4521b692b5821aa13981b2278688e4b73694c2bdcfd00abde51a1be1fe3294
r2_2v1_stalker_blind_iid_0013,configs/blind_iid/r2_2v1_stalker_blind_iid_0013.json,blind_iid,stalker_2v1_mirror_only,stalker_2v1_mirror,False,13,medium,11.4379,SIMPLE,close_split,opposing,2,1,250.0,125.0,2.0,very_easy_theoretical_2v1,"{""STALKER"": 2}","{""STALKER"": 1}",5364679fcdeb931a1f51deb1a8d9feaeb252765b2279dd0b09558a9d93e6b710
